symbol,date,open,high,low,close,usd_volume,btc_volume,log_return,volatility_7d,return_7d
BTC,2020-03-26,6732.13525849177,6996.74503300548,6583.88498946526,6799.24658729842,6384062560.57544,939781.334609362,0.009919442058079273,1.041153343652678,0.06467694988732053
BTC,2020-03-27,6799.24658729842,7044.60392495301,6352.32477861221,6608.30190699645,6217668658.12436,917821.583726988,-0.02848508677840901,1.0452833625910434,0.06260305438016367
BTC,2020-03-28,6608.30190699645,6608.30190699645,6068.76984575624,6255.7111013077,6260842367.62387,988071.183228385,-0.05483190056157883,1.1259565042842248,-0.01851370234777705
BTC,2020-03-29,6255.7111013077,6478.21740410946,5891.2474403812,5902.66037975136,4227983288.63732,678852.266225979,-0.05809166161446594,1.057326029616753,-4.788268371647142e-05
BTC,2020-03-30,5902.66037975136,6771.11488337611,5891.37757321454,6604.69028233354,6481926464.69594,1013228.61554447,0.11237688437572452,1.1405889819105781,0.01450125437931904
BTC,2020-03-31,6604.69028233354,6746.24291990567,6365.2214017142,6421.35877324677,5285005958.67432,801627.250880772,-0.02815030324848415,1.1125677158301455,-0.05078322868308249
BTC,2020-04-01,6421.35877324677,6738.21275827287,6180.23966325337,6633.66281207525,5995905443.86568,932172.626275503,0.03252736975992093,1.1499805116414437,-0.014627223404685585
BTC,2020-04-02,6633.66281207525,7161.00006230245,6577.60137022571,6945.26780180217,8642481951.82871,1270879.48118335,0.045903423846644115,1.201089496481098,0.021476087479534778
BTC,2020-04-03,6945.26780180217,7134.61400626013,6633.34572495833,6813.68612736077,6559152320.99153,952983.769986364,-0.01912728056537997,1.1879792862319556,0.031079727175732152
BTC,2020-04-04,6813.68612736077,7002.58061346141,6682.37012790663,6962.80545203319,4694120003.93852,685737.222854225,0.021649220047025935,1.0795320941775444,0.11303181033690612
BTC,2020-04-05,6962.80545203319,6980.30553589866,6707.92583885998,6899.45808968313,3967689820.42353,577425.092442505,-0.009139604527320893,0.9237108066931111,0.16887261773542162
BTC,2020-04-06,6899.45808968313,7373.72176911621,6804.05065096035,7324.71438682949,7129284616.50302,1002731.65585973,0.05981129179194394,0.6489836000851995,0.1090170884200119
BTC,2020-04-07,7324.71438682949,7502.7988722206,7076.12037672171,7182.0694610853,7206888201.2557,981773.757374415,-0.019666595274866593,0.616942892643558,0.11846568844710381
BTC,2020-04-08,7182.0694610853,7478.39386146294,7158.77539612841,7419.50678996563,5530723925.04608,754019.6528513,0.032525017306040925,0.616939057738049,0.11846305731125018
BTC,2020-04-09,7419.50678996563,7455.60236662863,7155.6650192531,7288.37088722667,4946876949.35959,675119.20174596,-0.017832535827796078,0.6004128766539161,0.04940098714918828
BTC,2020-04-10,7288.37088722667,7388.25600759956,6773.95101818922,6884.31714076024,6108286660.04862,871136.194256811,-0.05703410224278594,0.7452555330347173,0.010366050340335997
BTC,2020-04-11,6884.31714076024,7074.06594209398,6746.82123363755,6876.54354385171,4085565755.26126,590723.873142854,-0.0011298127222703585,0.7256343612430214,-0.012388958556394991
BTC,2020-04-12,6876.54354385171,7354.9793550599,6819.19797349768,6934.91789792915,4950847050.81747,703614.673620344,0.008453081075598444,0.7259013000551067,0.005139506289493001
BTC,2020-04-13,6934.91789792915,7080.52586485887,6647.1393137275,6858.63583836966,5481329032.9495,807690.53153442,-0.011060650315219515,0.5285965074566241,-0.0636309518495195
BTC,2020-04-14,6858.63583836966,7180.6130239081,6785.83260544847,7092.60984616508,4919380571.90989,705853.98745683,0.033544810649460806,0.6004477861261106,-0.012455966265007556
BTC,2020-04-15,7092.60984616508,7138.4624982473,6636.7539706537,6854.77180372965,4895553396.31645,710564.136415382,-0.03410835179738215,0.5602261864531599,-0.07611489580409103
BTC,2020-04-16,6854.77180372965,7258.68201814751,6517.69901715388,7101.25897789595,7102284414.55496,1021349.71491937,0.03532706572359917,0.6473157962564369,-0.02567266570622051
BTC,2020-04-17,7101.25897789595,7243.12467142289,7007.76843049623,7044.99750434058,4089012567.01217,572238.986030471,-0.007954298053106141,0.47564165021308347,0.023340058323140456
BTC,2020-04-18,7044.99750434058,7319.23385749562,7044.99750434058,7278.67435839077,4117441047.9726,571961.015371687,0.032630960894796654,0.5171921058726956,0.058478625485997915
BTC,2020-04-19,7278.67435839077,7290.27421202041,7037.74734389691,7196.7378868904,3861516911.62983,535765.828681195,-0.011320899910905633,0.5357911859002414,0.037753870026266956
BTC,2020-04-20,7196.7378868904,7272.51861255564,6791.05210004105,6956.9807038754,5657049256.07626,800447.814300072,-0.03388227877855665,0.5997004900992503,0.014338837609013
BTC,2020-04-21,6956.9807038754,7038.29108617811,6774.98665436331,6900.31758940102,3973442722.93651,573171.541933727,-0.00817813531702696,0.5389363564524852,-0.027111636045796472
BTC,2020-04-22,6900.31758940102,7222.73782801357,6803.57386218409,7207.93050757476,4268449352.53262,605274.407789161,0.0436144412526649,0.5657131969839619,0.05152012553546381
BTC,2020-04-23,7207.93050757476,7640.30517762442,7007.07629963123,7496.42300165878,6593626879.33852,896872.8255073,0.03924409441525927,0.5781410979883621,0.05564703737645038
BTC,2020-04-24,7496.42300165878,7601.65793737026,7395.10385550935,7520.88587306134,4656378160.71619,619074.556508247,0.003257959631070797,0.5651529358002442,0.06754982786403474
BTC,2020-04-25,7520.88587306134,7675.12443197078,7393.79353809188,7562.90554105182,4220629739.28612,559245.106033939,0.00557151388982624,0.5299922382889847,0.039049855600888694
BTC,2020-04-26,7562.90554105182,7690.5212338548,7438.09466843776,7677.2048449588,4399700681.66735,578777.278116346,0.01500008125125263,0.5130667135172324,0.06676176979345327
BTC,2020-04-27,7677.2048449588,7814.63618392531,7584.64969375576,7698.02545541384,5191937701.21914,673164.027301273,0.0027083331794062085,0.37564495759935196,0.10651815537243614
BTC,2020-04-28,7698.02545541384,7805.15419684538,7570.24950555231,7777.06600578363,4165530375.9644,538574.921958311,0.01021528537052904,0.3287695653722558,0.12705913967341265
BTC,2020-04-29,7777.06600578363,8893.6932796625,7704.80435536455,8796.55715768272,10643437653.0836,1280594.37068803,0.12318126586799893,0.8336655099862224,0.22039982883276754
BTC,2020-04-30,8796.55715768272,9435.42472719461,8443.00737450922,8646.09346578049,13560582959.7846,1523661.86081722,-0.017252816372883912,0.8872793747186809,0.15336253888918971
BTC,2020-05-01,8646.09346578049,9039.13687133586,8625.62094346205,8849.40817807646,7240684188.90123,822350.341658941,0.023242987771507205,0.8754716802880746,0.17664439102495688
BTC,2020-05-02,8849.40817807646,9009.53723507348,8758.81087308432,8982.09057593528,5697829317.34066,641284.910440671,0.014882074525795506,0.8665785095305306,0.18765076823716154
BTC,2020-05-03,8982.09057593528,9151.55605969384,8736.98885419055,8934.84463316123,7608859688.48409,847369.207602362,-0.0052738988817988405,0.8921839027800685,0.16381480155870176
BTC,2020-05-04,8934.84463316123,8976.6737043984,8561.40772951227,8908.78629947007,7331277812.76622,835145.950412791,-0.0029207454821623085,0.9003510077587057,0.15728200056869523
BTC,2020-05-05,8908.78629947007,9068.54930900916,8776.60878428771,9017.98016239598,6966986452.4785,780033.015941643,0.012182365805934172,0.899046310276135,0.1595607078157122
BTC,2020-05-06,9017.98016239598,9446.06036434364,8913.3564656559,9161.25884067051,7704990066.83192,841209.369892829,0.015763217046665907,0.27651185579541854,0.04145959338981475
BTC,2020-05-07,9161.25884067051,10009.9469237808,9073.69038138216,9971.23131878634,10417323579.0967,1091074.51080467,0.08472048146927487,0.5767299581839106,0.15326434513465315
BTC,2020-05-08,9971.23131878634,10002.8673550673,9703.86153616049,9801.65390836398,7952504820.95221,803375.541600953,-0.017152941137036772,0.6352873845372984,0.10760558346111937
BTC,2020-05-09,9801.65390836398,9912.5708430186,9542.42100936852,9548.62821173925,7150626512.35504,737556.527849187,-0.026153636171495544,0.6999907473637246,0.0630741397021568
BTC,2020-05-10,9548.62821173925,9548.62821173925,8223.67776212971,8740.4179326506,12294584806.5051,1414271.33411518,-0.08843949451995693,0.9961984865159889,-0.021760501552430478
BTC,2020-05-11,8740.4179326506,9130.71980161575,8249.65254001456,8641.00220583123,11796395706.3458,1352698.9215702,-0.011439434771032916,0.997980467685023,-0.030058425989494153
BTC,2020-05-12,8641.00220583123,8989.31967319485,8565.62280399013,8875.79917297786,7392661009.12265,839073.126268171,0.026809806832685284,1.0181166184683919,-0.015766389685685778
BTC,2020-05-13,8875.79917297786,9382.66386361187,8810.04600065361,9297.38596150461,8064685997.86628,888785.435857486,0.046404902273973446,1.0736616043459428,0.014858997349771919
BTC,2020-05-14,9297.38596150461,9870.91397807703,9246.17904135798,9758.49501265674,11110461019.7828,1158405.95775501,0.0484049077712744,0.9254716553553579,-0.021335008619125406
BTC,2020-05-15,9758.49501265674,9809.78983005409,9215.93254235827,9314.74502176767,9427585841.96692,992229.673083257,-0.046539558197696874,0.9756228522892052,-0.049676196604005685
BTC,2020-05-16,9314.74502176767,9567.58898876144,9221.89444030755,9387.04146504907,5797904918.30677,616589.601064736,0.007731539815081326,0.9663829271057166,-0.016922508983177598
BTC,2020-05-17,9387.04146504907,9861.89951427569,9328.79597056391,9671.06469824559,6771048221.83915,702693.948761556,0.029808236005933277,0.6524573695762295,0.10647623177359478
BTC,2020-05-18,9671.06469824559,9926.21835704417,9520.44067193723,9706.90475344103,7032457807.3954,724543.374507469,0.0036990558945253745,0.6244661356705984,0.12335404183677845
BTC,2020-05-19,9706.90475344103,9865.66440925832,9487.0120302294,9772.15111515857,6858731544.63972,709154.667804321,0.006699154843200318,0.621374900607038,0.10098830817506887
BTC,2020-05-20,9772.15111515857,9823.81639365705,9363.71595204677,9513.98697325318,6935966438.80961,719313.196038947,-0.026773588582759855,0.6120002604742112,0.023296979672071005
BTC,2020-05-21,9513.98697325318,9563.16022742857,8828.86481753132,9065.8802917068,7581882341.52444,821133.08321853,-0.04824508045042081,0.5754232450733842,-0.07097556744678557
BTC,2020-05-22,9065.8802917068,9260.06283237237,8938.61023031417,9174.22114726037,5024232868.1122,550462.308723022,0.011879553415398193,0.5030207579992869,-0.015086175110419986
BTC,2020-05-23,9174.22114726037,9316.73588401701,9091.83597359629,9178.12170710802,4326099044.04611,469375.301183134,0.0004250748732553878,0.4970010870414038,-0.022256187822214724
BTC,2020-05-24,9178.12170710802,9332.77031993338,8732.65709972182,8733.04352827803,5574224026.96364,612875.01489001,-0.049708638865284635,0.5071659070423268,-0.0969925441753815
BTC,2020-05-25,8733.04352827803,9028.58586586304,8665.42708230214,8976.2996446713,5200583263.9936,586847.507653729,0.02747379333311792,0.5827088265652731,-0.07526653730796462
BTC,2020-05-26,8976.2996446713,9087.54942860743,8723.22396149995,8836.16271690057,4812491526.25499,539919.355819325,-0.015735030486310274,0.5630236926655757,-0.09578120387496802
BTC,2020-05-27,8836.16271690057,9240.19506431958,8826.30003853107,9239.29481173782,5107145241.46264,562484.872093729,0.04461286305495356,0.6892778883839107,-0.02887245507983216
BTC,2020-05-28,9239.29481173782,9607.64538862432,9120.69391108517,9567.99818292576,6144297583.91842,657327.685282632,0.03495844363150207,0.6245471338057204,0.05538545348743251
BTC,2020-05-29,9567.99818292576,9588.68513890952,9341.33088813523,9423.86930534028,6165701307.52735,652861.341512751,-0.015178248762419815,0.643799516319415,0.0272119184912456
BTC,2020-05-30,9423.86930534028,9720.48901189674,9339.16435908574,9696.46441073909,4765792359.98388,500388.964925885,0.028515566792877554,0.6663083891765887,0.056475902169573544
BTC,2020-05-31,9696.46441073909,9696.46441073909,9402.78518342815,9450.9515134233,5179400494.83634,543156.955838259,-0.025645899639138405,0.5528584874753697,0.0822059323099269
BTC,2020-06-01,9450.9515134233,10327.2020842288,9413.51956014319,10189.9790223102,6025232574.59084,621271.28148572,0.07528936288999892,0.7204457770632419,0.13520932073155456
BTC,2020-06-02,10189.9790223102,10195.1906104178,9331.71020828937,9532.84938215527,8429346086.38072,856392.745201527,-0.06666112481840174,0.9295260289612275,0.07884493388993108
BTC,2020-06-03,9532.84938215527,9669.59379760606,9416.55652583746,9663.70697000841,4677370037.40918,489805.621429584,0.01363365516113109,0.8870017393171249,0.04593555752019163
BTC,2020-06-04,9663.70697000841,9870.76081616888,9473.06499217164,9795.62269140986,4780839546.39865,493450.369125517,0.013558302829833035,0.8581003167343313,0.023790191441539044
BTC,2020-06-05,9795.62269140986,9838.64522489257,9619.98433630143,9626.47795503711,4188769445.88505,430245.266648436,-0.01741819959476924,0.8611908194218155,0.021499518205543744
BTC,2020-06-06,9626.47795503711,9737.35559465012,9546.40834183487,9677.23142207293,2746697989.13809,285007.92406971,0.00525842810759525,0.8353226359620366,-0.0019835053119836576
BTC,2020-06-07,9677.23142207293,9795.23562388859,9416.79132187667,9751.28064058002,4046823623.17431,420930.611195792,0.00762277387283303,0.8079711194716006,0.03177766034776064
BTC,2020-06-08,9751.28064058002,9794.81457706191,9659.20968211468,9780.99619651199,3311998766.47751,340552.527654577,0.003042715307144884,0.5499724369169213,-0.040135786825740705
BTC,2020-06-09,9780.99619651199,9868.77929801647,9627.83464580733,9777.32282153703,3664109413.35232,377101.84539589,-0.0003756329994169148,0.20288694974626,0.025645368932335932
BTC,2020-06-10,9777.32282153703,9974.78809111646,9716.58467718501,9883.85776375287,4091355770.32124,417174.16079981,0.010837191023745897,0.1953535232698915,0.022781195086699624
BTC,2020-06-11,9883.85776375287,9955.99915635947,9159.6721124814,9272.36764252557,6204578364.31912,647484.922350713,-0.06386414138307363,0.5033051720070288,-0.053417231897177064
BTC,2020-06-12,9272.36764252557,9558.80803727958,9240.07610924906,9465.31643360108,3702303374.38869,393058.270590026,0.02059545998838945,0.5332696675618328,-0.016741483457270223
BTC,2020-06-13,9465.31643360108,9510.72818156061,9374.08756232032,9474.17785160749,2554120981.73402,270593.417404689,0.0009357608518571538,0.53039310389954,-0.02098260975781685
BTC,2020-06-14,9474.17785160749,9505.58448309903,9261.6836076949,9335.64807084669,2363311619.26347,251329.868798761,-0.01472977857582646,0.527636299229991,-0.042623383025576445
BTC,2020-06-15,9335.64807084669,9572.93464319157,8924.12839811965,9500.63565042032,5003997542.25132,542069.408941488,0.01751850858963031,0.552851567781866,-0.028663802792567195
BTC,2020-06-16,9500.63565042032,9635.57009359084,9379.70169878032,9530.47708115578,3919611895.37541,412363.698685958,0.003136070456177546,0.5548896307948337,-0.025246761806566487
BTC,2020-06-17,9530.47708115578,9570.62575643761,9258.30439982849,9457.67367065552,3414596542.73526,361452.084112371,-0.00766833676525714,0.5414188157172091,-0.043119205403814864
BTC,2020-06-18,9457.67367065552,9487.40006977589,9277.70690579102,9379.76179791113,2912740306.55693,309639.270991569,-0.008272072612864213,0.2547768891448081,0.011582171838508737
BTC,2020-06-19,9379.76179791113,9441.59595072186,9237.17188019062,9300.30726072619,3554201243.65906,380814.614706481,-0.008506929615495026,0.20487631522617994,-0.017433032908347523
BTC,2020-06-20,9300.30726072619,9435.75391284097,9193.54638974502,9350.03681802414,2917098217.49974,313330.806589834,0.005332842648231388,0.2117242100792261,-0.013103093010047973
BTC,2020-06-21,9350.03681802414,9500.512576363,9281.44035019803,9286.00592889455,2615032181.51537,279417.773219991,-0.006871752975218312,0.18911844746746284,-0.00531748214750738
BTC,2020-06-22,9286.00592889455,9751.27687172905,9271.73263610806,9691.18891001144,4048007880.34484,425589.390917355,0.04270858483372393,0.35338005077576323,0.020056895833353128
BTC,2020-06-23,9691.18891001144,9736.23821909318,9584.26740875026,9623.62738620504,3043467816.01991,315635.972443491,-0.006995852129205747,0.36036295031938503,0.009773939358549422
BTC,2020-06-24,9623.62738620504,9671.27909712342,9209.44713444929,9290.90001196646,3595463915.3805,382160.980028393,-0.03518583299358513,0.4468444584415957,-0.017633687151472732
BTC,2020-06-25,9290.90001196646,9374.95321350222,9037.34562377122,9261.12661219675,3457365581.19903,374760.748069979,-0.003209722143474705,0.4443835396429998,-0.012647995574983528
BTC,2020-06-26,9261.12661219675,9348.58844545249,9046.43448514927,9158.20219830445,3252656844.67967,354405.636771357,-0.011175812779087727,0.44723596343580735,-0.015279609419123985
BTC,2020-06-27,9158.20219830445,9279.93276017552,8863.64299360632,9014.37949959402,2775324988.84463,305610.425178267,-0.015828868349448966,0.4516379080480548,-0.03589903708005404
BTC,2020-06-28,9014.37949959402,9310.53060299361,8952.03986886976,9122.15583492354,1928741152.12292,212240.860697819,0.011885137046755829,0.46750249185102344,-0.017644840551002683
BTC,2020-06-29,9122.15583492354,9297.48840215718,9025.06507486145,9187.70772585798,2351725471.38312,257456.188457689,0.00716031234066217,0.29788369899969525,-0.05195246825013822
BTC,2020-06-30,9187.70772585798,9257.55686481264,9072.58042668163,9151.48059555084,2337176977.15018,255114.852195302,-0.003950793982151449,0.29908190374500354,-0.04906120859697849
BTC,2020-07-01,9151.48059555084,9335.03889500619,9102.43884363741,9238.68796305122,2047081689.55763,222254.787111985,0.009484200312117812,0.2032836341579576,-0.0056196976447914215
BTC,2020-07-02,9238.68796305122,9365.83529759201,8960.73450928635,9090.71684868815,3189989200.68879,348587.619212725,-0.016146113908699057,0.2320239012326404,-0.018400543545552317
BTC,2020-07-03,9090.71684868815,9193.53654569872,9054.70033467411,9077.5693435839,2019388596.71109,221657.291882678,-0.0014473029828022416,0.2206407725693466,-0.008804441414874908
BTC,2020-07-04,9077.5693435839,9231.03515117417,9054.61350888127,9199.48374811664,1420126292.44577,155430.197441935,0.013340904806356942,0.20336313100811282,0.020534330569392578
BTC,2020-07-05,9199.48374811664,9205.63689823967,8942.09125574523,9084.22499513658,1849657545.4512,203667.724893233,-0.012607975919872241,0.2141804539020124,-0.0041581003957140705
BTC,2020-07-06,9084.22499513658,9376.19123105891,9070.10119510633,9342.21069384062,3141623475.38316,339909.539583028,0.02800352299771161,0.29697424701119807,0.016816269366928704
BTC,2020-07-07,9342.21069384062,9371.03634518282,9210.90901402535,9258.70267718087,2259271582.59501,243673.134681691,-0.00897897603649701,0.30559186536651434,0.01171636441890711
BTC,2020-07-08,9258.70267718087,9468.34497255975,9240.43208869379,9434.09323919054,2875793132.7125,307248.756307852,0.018766128941173323,0.32666501948236143,0.021150760467375518
BTC,2020-07-09,9434.09323919054,9439.07220559233,9179.97879415124,9237.95181407941,2535986605.15294,272171.225284961,-0.02100987218857155,0.3453512474133321,0.016196188688079927
BTC,2020-07-10,9237.95181407941,9314.25514655381,9133.14469450676,9292.76555662409,2211197665.01578,240386.387887126,0.005916004363715051,0.3445892982714518,0.02370636950212801
BTC,2020-07-11,9292.76555662409,9310.98674434069,9186.49080371689,9237.055586659,1476471990.94281,159812.766830101,-0.006013024884646134,0.3387336613914306,0.004084124671675404
BTC,2020-07-12,9237.055586659,9334.76641185055,9170.1658764512,9301.43648076496,1698014720.00667,183500.435331539,0.006945673110362446,0.32139871965803685,0.023910843879876298
BTC,2020-07-13,9301.43648076496,9349.20872145549,9203.06088115671,9238.91703811033,2426661221.96985,261588.80786724,-0.006744173411761261,0.2492725402334516,-0.011056660903440263
BTC,2020-07-14,9238.91703811033,9286.29211545515,9127.89362744174,9249.50765728192,2391687382.91094,259559.550200362,0.0011456487509818381,0.24161505278098172,-0.0009931218464993563
BTC,2020-07-15,9249.50765728192,9310.95937348309,9165.93621159323,9196.22518054187,2088313935.64727,226405.9146158,-0.005777230474549566,0.18255382847118773,-0.025213664166528926
BTC,2020-07-16,9196.22518054187,9221.1136185893,9040.62331792458,9133.22102443796,2595429961.16825,284436.67570527,-0.006874665337498098,0.11783816726058385,-0.011337014064289774
BTC,2020-07-17,9133.22102443796,9202.49762588936,9090.04945748354,9190.16402227187,1897020553.47776,207484.11966929,0.006215356060108114,0.11901805485494107,-0.011041011820112301
BTC,2020-07-18,9190.16402227187,9223.08016386751,9128.25560251846,9199.70458550249,1440618966.65897,156966.976223023,0.0010375891519448634,0.11384120027878368,-0.00404360467533138
BTC,2020-07-19,9199.70458550249,9236.22109510927,9108.6980549161,9208.64012901127,1413758899.36681,154223.2374982,0.0009708145245165491,0.09670260281902175,-0.00997656135647318
BTC,2020-07-20,9208.64012901127,9289.38128908598,9141.37772804736,9191.36788919978,1802784386.68674,196309.042640589,-0.00187741710413118,0.0862622960605323,-0.005146614989009035
BTC,2020-07-21,9191.36788919978,9438.2610276427,9167.46963409601,9393.46927473282,2911170563.00115,311819.074001626,0.021749919124259498,0.18519597425338893,0.015564246529118142
BTC,2020-07-22,9393.46927473282,9542.07209371302,9299.54852118632,9531.85160958969,2537814789.84176,270310.825376852,0.014624301697752064,0.1902205951842881,0.03649610818120985
BTC,2020-07-23,9531.85160958969,9656.75101028704,9467.3265704182,9608.22007304956,2959403295.21213,310087.155968619,0.007979998193324555,0.16127641232810142,0.05200783462270708
BTC,2020-07-24,9608.22007304956,9650.19696062322,9484.53951611583,9549.51963017547,2638783722.75531,276107.711134342,-0.006128136981361958,0.1884087971903258,0.039102197418100504
BTC,2020-07-25,9549.51963017547,9740.88665260041,9542.59022776136,9706.50154629203,2794137125.46194,290116.939265943,0.016305070765739855,0.19849678102917753,0.05508839507609675
BTC,2020-07-26,9706.50154629203,10111.8179419107,9648.59076514666,9942.71401285302,4069615131.50425,411759.344666225,0.024044099434333263,0.2199558232046275,0.07971577491980542
BTC,2020-07-27,9942.71401285302,11378.1901810272,9938.03508128966,11036.7393065731,9715542003.33026,921240.940872608,0.10438962163586785,0.6864964046472436,0.2007722288585252
BTC,2020-07-28,11036.7393065731,11241.1042147477,10603.6417173409,10919.8556552348,7456645811.93991,679656.823125747,-0.010646892713976732,0.737088533414588,0.16249442414292603
